part_id,check_num,trial_num,success
65210828,2,60,True
65210828,3,80,True
65210828,4,100,True
65210828,5,120,True
65210828,6,140,True
65210828,7,160,True
65210828,8,180,True
65210828,9,200,True
65210828,10,220,True
65210828,11,240,True
65210828,12,260,True
65210828,13,280,True
65210828,14,300,True
65210828,15,320,True
65210828,16,340,True
65210828,17,360,True
65210828,18,380,True
65210828,19,400,True
65210828,20,420,True
65210828,21,440,True
65210828,22,460,True
65210828,23,480,True
17044474,0,20,True
17044474,1,40,True
17044474,2,60,True
17044474,3,80,True
17044474,4,100,True
17044474,5,120,True
17044474,6,140,True
17044474,7,160,True
17044474,8,180,True
17044474,9,200,True
17044474,10,220,True
17044474,11,240,True
17044474,12,260,True
17044474,13,280,True
17044474,14,300,True
17044474,15,320,False
17044474,16,340,True
17044474,17,360,True
17044474,18,380,True
17044474,19,400,True
17044474,20,420,True
17044474,21,440,True
17044474,22,460,True
17044474,23,480,True
68997459,0,20,True
68997459,1,40,True
68997459,2,60,True
68997459,3,80,True
68997459,4,100,True
68997459,5,120,True
68997459,6,140,True
68997459,7,160,True
68997459,8,180,True
68997459,9,200,True
68997459,10,220,True
68997459,11,240,True
68997459,12,260,True
68997459,13,280,True
68997459,14,300,True
68997459,15,320,True
68997459,16,340,True
68997459,17,360,True
68997459,18,380,False
68997459,19,400,True
68997459,20,420,True
68997459,21,440,True
68997459,22,460,True
68997459,23,480,True
21951474,0,20,True
21951474,1,40,True
21951474,2,60,True
21951474,3,80,True
21951474,4,100,True
21951474,5,120,True
21951474,6,140,True
21951474,7,160,True
21951474,8,180,True
21951474,9,200,True
21951474,10,220,True
21951474,11,240,True
21951474,12,260,True
21951474,13,280,True
21951474,14,300,True
21951474,15,320,True
21951474,16,340,True
21951474,17,360,True
21951474,18,380,True
21951474,19,400,True
21951474,20,420,True
21951474,21,440,True
21951474,22,460,True
21951474,23,480,True
71591991,0,20,False
71591991,1,40,False
71591991,2,60,True
71591991,3,80,True
71591991,4,100,False
71591991,5,120,False
71591991,6,140,False
71591991,7,160,False
71591991,8,180,True
71591991,9,200,True
71591991,10,220,True
71591991,11,240,False
71591991,12,260,True
71591991,13,280,False
71591991,14,300,False
71591991,15,320,True
71591991,16,340,True
71591991,17,360,True
71591991,18,380,False
71591991,19,400,False
71591991,20,420,True
71591991,21,440,True
71591991,22,460,False
71591991,23,480,False
25436721,0,20,True
25436721,1,40,True
25436721,2,60,True
25436721,3,80,True
25436721,4,100,True
25436721,5,120,True
25436721,6,140,True
25436721,7,160,True
25436721,8,180,True
25436721,9,200,True
25436721,10,220,True
25436721,11,240,True
25436721,12,260,True
25436721,13,280,True
25436721,14,300,True
25436721,15,320,True
25436721,16,340,True
25436721,17,360,True
25436721,18,380,True
25436721,19,400,True
25436721,20,420,True
25436721,21,440,True
25436721,22,460,True
25436721,23,480,True
29562208,0,20,True
29562208,1,40,True
29562208,2,60,True
29562208,3,80,True
29562208,4,100,True
29562208,5,120,True
29562208,6,140,False
29562208,7,160,True
29562208,8,180,True
29562208,9,200,True
29562208,10,220,True
29562208,11,240,True
29562208,12,260,True
29562208,13,280,True
29562208,14,300,True
29562208,15,320,True
29562208,16,340,True
29562208,17,360,True
29562208,18,380,True
29562208,19,400,True
29562208,20,420,True
29562208,21,440,True
29562208,22,460,True
29562208,23,480,True
28966988,0,20,True
28966988,1,40,True
28966988,2,60,True
28966988,3,80,False
28966988,4,100,True
28966988,5,120,True
28966988,6,140,True
28966988,7,160,True
28966988,8,180,True
28966988,9,200,True
28966988,10,220,True
28966988,11,240,True
28966988,12,260,True
28966988,13,280,True
28966988,14,300,True
28966988,15,320,True
28966988,16,340,True
28966988,17,360,True
28966988,18,380,True
28966988,19,400,True
28966988,20,420,True
28966988,21,440,True
28966988,22,460,True
28966988,23,480,True
32813737,0,20,True
32813737,1,40,True
32813737,2,60,True
32813737,3,80,True
32813737,4,100,True
32813737,5,120,True
32813737,6,140,True
32813737,7,160,True
32813737,8,180,True
32813737,9,200,True
32813737,10,220,True
32813737,11,240,True
32813737,12,260,True
32813737,13,280,True
32813737,14,300,True
32813737,15,320,True
32813737,16,340,True
32813737,17,360,True
32813737,18,380,True
32813737,19,400,True
32813737,20,420,True
32813737,21,440,True
32813737,22,460,True
32813737,23,480,True
25586637,0,20,True
25586637,1,40,True
25586637,2,60,True
25586637,3,80,True
25586637,4,100,True
25586637,5,120,True
25586637,6,140,True
25586637,7,160,True
25586637,8,180,True
25586637,9,200,True
25586637,10,220,True
25586637,11,240,True
25586637,12,260,True
25586637,13,280,True
25586637,14,300,True
25586637,15,320,True
25586637,16,340,True
25586637,17,360,True
25586637,18,380,True
25586637,19,400,True
25586637,20,420,True
25586637,21,440,True
25586637,22,460,True
25586637,23,480,True
19103050,0,20,True
19103050,1,40,True
19103050,2,60,True
19103050,3,80,True
19103050,4,100,True
19103050,5,120,True
19103050,6,140,True
19103050,7,160,True
19103050,8,180,True
19103050,9,200,True
19103050,10,220,True
19103050,11,240,True
19103050,12,260,True
19103050,13,280,True
19103050,14,300,True
19103050,15,320,True
19103050,16,340,True
19103050,17,360,True
19103050,18,380,True
19103050,19,400,True
19103050,20,420,True
19103050,21,440,True
19103050,22,460,True
19103050,23,480,True
28205496,0,20,True
28205496,1,40,True
28205496,2,60,True
28205496,3,80,True
28205496,4,100,True
28205496,5,120,True
28205496,6,140,True
28205496,7,160,True
28205496,8,180,True
28205496,9,200,True
28205496,10,220,True
28205496,11,240,True
28205496,12,260,True
28205496,13,280,True
28205496,14,300,True
28205496,15,320,True
28205496,16,340,True
28205496,17,360,True
28205496,18,380,True
28205496,19,400,True
28205496,20,420,True
28205496,21,440,True
28205496,22,460,True
28205496,23,480,True
66989586,0,20,True
66989586,1,40,True
66989586,2,60,True
66989586,3,80,True
66989586,4,100,True
66989586,5,120,True
66989586,6,140,True
66989586,7,160,True
66989586,8,180,True
66989586,9,200,True
66989586,10,220,True
66989586,11,240,True
66989586,12,260,True
66989586,13,280,True
66989586,14,300,True
66989586,15,320,True
66989586,16,340,True
66989586,17,360,True
66989586,18,380,True
66989586,19,400,True
66989586,20,420,True
66989586,21,440,True
66989586,22,460,True
66989586,23,480,True
19437016,0,20,False
19437016,1,40,True
19437016,2,60,True
19437016,3,80,False
19437016,4,100,True
19437016,5,120,True
19437016,6,140,True
19437016,7,160,True
19437016,8,180,True
19437016,9,200,True
19437016,10,220,True
19437016,11,240,True
19437016,12,260,True
19437016,13,280,True
19437016,14,300,True
19437016,15,320,True
19437016,16,340,True
19437016,17,360,True
19437016,18,380,True
19437016,19,400,True
19437016,20,420,True
19437016,21,440,True
19437016,22,460,True
19437016,23,480,True
24881752,0,20,True
24881752,1,40,True
24881752,2,60,True
24881752,3,80,True
24881752,4,100,True
24881752,5,120,True
24881752,6,140,True
24881752,7,160,True
24881752,8,180,True
24881752,9,200,True
24881752,10,220,True
24881752,11,240,False
24881752,12,260,True
24881752,13,280,True
24881752,14,300,True
24881752,15,320,True
24881752,16,340,True
24881752,17,360,True
24881752,18,380,True
24881752,19,400,True
24881752,20,420,True
24881752,21,440,True
24881752,22,460,True
24881752,23,480,True
12565082,0,20,True
12565082,1,40,True
12565082,2,60,True
12565082,3,80,True
12565082,4,100,True
12565082,5,120,True
12565082,6,140,True
12565082,7,160,True
12565082,8,180,True
12565082,9,200,True
12565082,10,220,True
12565082,11,240,True
12565082,12,260,True
12565082,13,280,True
12565082,14,300,True
12565082,15,320,True
12565082,16,340,True
12565082,17,360,True
12565082,18,380,True
12565082,19,400,True
12565082,20,420,True
12565082,21,440,True
12565082,22,460,True
12565082,23,480,True
16896719,0,20,True
16896719,1,40,True
16896719,2,60,True
16896719,3,80,True
16896719,4,100,True
16896719,5,120,True
16896719,6,140,True
16896719,7,160,True
16896719,8,180,True
16896719,9,200,True
16896719,10,220,True
16896719,11,240,True
16896719,12,260,True
16896719,13,280,True
16896719,14,300,True
16896719,15,320,True
16896719,16,340,True
16896719,17,360,True
16896719,18,380,True
16896719,19,400,True
16896719,20,420,True
16896719,21,440,True
16896719,22,460,True
16896719,23,480,True
